Country, Product , Units Sold , Revenue per cookie , Cost per cookie , Revenue , Cost , Profit ,Date,Month Number, Month Name ,Year
Mexico, Oatmeal Raisin , $344.00 , $5.00 , $2.20 ," $1,720.00 ", $756.80 , $963.20 ,01/10/2018,10, October ,2018
Mexico, Oatmeal Raisin ," $2,157.00 ", $5.00 , $2.20 ," $10,785.00 "," $4,745.40 "," $6,039.60 ",01/12/2019,12, December ,2019
United States, Oatmeal Raisin , $270.00 , $5.00 , $2.20 ," $1,350.00 ", $594.00 , $756.00 ,01/02/2019,2, February ,2019
France, Oatmeal Raisin ," $3,421.50 ", $5.00 , $2.20 ," $17,107.50 "," $7,527.30 "," $9,580.20 ",01/07/2019,7, July ,2019
Canada, Oatmeal Raisin ," $2,734.00 ", $5.00 , $2.20 ," $13,670.00 "," $6,014.80 "," $7,655.20 ",01/10/2019,10, October ,2019
United States, Oatmeal Raisin ," $2,548.00 ", $5.00 , $2.20 ," $12,740.00 "," $5,605.60 "," $7,134.40 ",01/11/2018,11, November ,2018
Canada, Oatmeal Raisin ," $2,761.00 ", $5.00 , $2.20 ," $13,805.00 "," $6,074.20 "," $7,730.80 ",01/09/2018,9, September ,2018
Canada, Oatmeal Raisin ," $1,659.00 ", $5.00 , $2.20 ," $8,295.00 "," $3,649.80 "," $4,645.20 ",01/01/2019,1, January ,2019
France, Oatmeal Raisin ," $1,190.00 ", $5.00 , $2.20 ," $5,950.00 "," $2,618.00 "," $3,332.00 ",01/06/2019,6, June ,2019
Mexico, Oatmeal Raisin , $410.00 , $5.00 , $2.20 ," $2,050.00 ", $902.00 ," $1,148.00 ",01/10/2019,10, October ,2019
Germany, Oatmeal Raisin ," $1,770.00 ", $5.00 , $2.20 ," $8,850.00 "," $3,894.00 "," $4,956.00 ",01/12/2018,12, December ,2018
France, Oatmeal Raisin ," $1,393.00 ", $5.00 , $2.20 ," $6,965.00 "," $3,064.60 "," $3,900.40 ",01/10/2019,10, October ,2019
United States, Oatmeal Raisin ," $2,015.00 ", $5.00 , $2.20 ," $10,075.00 "," $4,433.00 "," $5,642.00 ",01/12/2018,12, December ,2018
Canada, Oatmeal Raisin , $888.00 , $5.00 , $2.20 ," $4,440.00 "," $1,953.60 "," $2,486.40 ",01/03/2019,3, March ,2019
United States, Oatmeal Raisin ," $2,844.00 ", $5.00 , $2.20 ," $14,220.00 "," $6,256.80 "," $7,963.20 ",01/05/2019,5, May ,2019
France, Oatmeal Raisin ," $2,475.00 ", $5.00 , $2.20 ," $12,375.00 "," $5,445.00 "," $6,930.00 ",01/08/2019,8, August ,2019
Canada, Oatmeal Raisin ," $1,743.00 ", $5.00 , $2.20 ," $8,715.00 "," $3,834.60 "," $4,880.40 ",01/10/2018,10, October ,2018
United States, Oatmeal Raisin ," $2,914.00 ", $5.00 , $2.20 ," $14,570.00 "," $6,410.80 "," $8,159.20 ",01/10/2019,10, October ,2019
France, Oatmeal Raisin ," $1,731.00 ", $5.00 , $2.20 ," $8,655.00 "," $3,808.20 "," $4,846.80 ",01/10/2019,10, October ,2019
Mexico, Oatmeal Raisin ," $1,727.00 ", $5.00 , $2.20 ," $8,635.00 "," $3,799.40 "," $4,835.60 ",01/10/2018,10, October ,2018
Mexico, Oatmeal Raisin ," $1,870.00 ", $5.00 , $2.20 ," $9,350.00 "," $4,114.00 "," $5,236.00 ",01/11/2018,11, November ,2018
France, Oatmeal Raisin ," $2,475.00 ", $5.00 , $2.20 ," $12,375.00 "," $5,445.00 "," $6,930.00 ",01/03/2019,3, March ,2019
Mexico, Oatmeal Raisin , $546.00 , $5.00 , $2.20 ," $2,730.00 "," $1,201.20 "," $1,528.80 ",01/10/2019,10, October ,2019
Canada, Snickerdoodle ," $1,618.50 ", $4.00 , $1.50 ," $6,474.00 "," $2,427.75 "," $4,046.25 ",01/01/2019,1, January ,2019
Germany, Snickerdoodle ," $1,321.00 ", $4.00 , $1.50 ," $5,284.00 "," $1,981.50 "," $3,302.50 ",01/01/2019,1, January ,2019
France, Snickerdoodle ," $2,178.00 ", $4.00 , $1.50 ," $8,712.00 "," $3,267.00 "," $5,445.00 ",01/06/2019,6, June ,2019
Germany, Snickerdoodle , $888.00 , $4.00 , $1.50 ," $3,552.00 "," $1,332.00 "," $2,220.00 ",01/06/2019,6, June ,2019
Mexico, Snickerdoodle ," $2,470.00 ", $4.00 , $1.50 ," $9,880.00 "," $3,705.00 "," $6,175.00 ",01/06/2019,6, June ,2019
Germany, Snickerdoodle ," $1,513.00 ", $4.00 , $1.50 ," $6,052.00 "," $2,269.50 "," $3,782.50 ",01/12/2019,12, December ,2019
United States, Snickerdoodle ," $1,858.00 ", $4.00 , $1.50 ," $7,432.00 "," $2,787.00 "," $4,645.00 ",01/02/2019,2, February ,2019
Mexico, Snickerdoodle ," $1,210.00 ", $4.00 , $1.50 ," $4,840.00 "," $1,815.00 "," $3,025.00 ",01/03/2019,3, March ,2019
United States, Snickerdoodle ," $2,529.00 ", $4.00 , $1.50 ," $10,116.00 "," $3,793.50 "," $6,322.50 ",01/07/2019,7, July ,2019
Canada, Snickerdoodle ," $1,445.00 ", $4.00 , $1.50 ," $5,780.00 "," $2,167.50 "," $3,612.50 ",01/09/2019,9, September ,2019
United States, Snickerdoodle , $330.00 , $4.00 , $1.50 ," $1,320.00 ", $495.00 , $825.00 ,01/09/2018,9, September ,2018
France, Snickerdoodle ," $2,671.00 ", $4.00 , $1.50 ," $10,684.00 "," $4,006.50 "," $6,677.50 ",01/09/2019,9, September ,2019
Germany, Snickerdoodle , $766.00 , $4.00 , $1.50 ," $3,064.00 "," $1,149.00 "," $1,915.00 ",01/10/2018,10, October ,2018
Mexico, Snickerdoodle , $494.00 , $4.00 , $1.50 ," $1,976.00 ", $741.00 ," $1,235.00 ",01/10/2018,10, October ,2018
Mexico, Snickerdoodle ," $1,397.00 ", $4.00 , $1.50 ," $5,588.00 "," $2,095.50 "," $3,492.50 ",01/10/2019,10, October ,2019
France, Snickerdoodle ," $2,155.00 ", $4.00 , $1.50 ," $8,620.00 "," $3,232.50 "," $5,387.50 ",01/12/2019,12, December ,2019
Canada, Snickerdoodle , $742.50 , $4.00 , $1.50 ," $2,970.00 "," $1,113.75 "," $1,856.25 ",01/04/2019,4, April ,2019
Canada, Snickerdoodle ," $1,295.00 ", $4.00 , $1.50 ," $5,180.00 "," $1,942.50 "," $3,237.50 ",01/10/2019,10, October ,2019
Germany, Snickerdoodle , $214.00 , $4.00 , $1.50 , $856.00 , $321.00 , $535.00 ,01/10/2018,10, October ,2018
France, Snickerdoodle ," $2,145.00 ", $4.00 , $1.50 ," $8,580.00 "," $3,217.50 "," $5,362.50 ",01/11/2018,11, November ,2018
Canada, Snickerdoodle ," $2,852.00 ", $4.00 , $1.50 ," $11,408.00 "," $4,278.00 "," $7,130.00 ",01/12/2019,12, December ,2019
France, Snickerdoodle ," $4,243.50 ", $4.00 , $1.50 ," $16,974.00 "," $6,365.25 "," $10,608.75 ",01/04/2019,4, April ,2019
Germany, Snickerdoodle ," $2,580.00 ", $4.00 , $1.50 ," $10,320.00 "," $3,870.00 "," $6,450.00 ",01/04/2019,4, April ,2019
Germany, Snickerdoodle , $689.00 , $4.00 , $1.50 ," $2,756.00 "," $1,033.50 "," $1,722.50 ",01/06/2019,6, June ,2019
United States, Snickerdoodle ," $1,947.00 ", $4.00 , $1.50 ," $7,788.00 "," $2,920.50 "," $4,867.50 ",01/09/2019,9, September ,2019
Canada, Snickerdoodle , $908.00 , $4.00 , $1.50 ," $3,632.00 "," $1,362.00 "," $2,270.00 ",01/12/2018,12, December ,2018
Canada, Snickerdoodle , $831.00 , $4.00 , $1.50 ," $3,324.00 "," $1,246.50 "," $2,077.50 ",01/05/2019,5, May ,2019
Canada, Snickerdoodle ," $2,851.00 ", $4.00 , $1.50 ," $11,404.00 "," $4,276.50 "," $7,127.50 ",01/10/2018,10, October ,2018
Germany, Snickerdoodle ," $2,021.00 ", $4.00 , $1.50 ," $8,084.00 "," $3,031.50 "," $5,052.50 ",01/10/2019,10, October ,2019
United States, Snickerdoodle , $274.00 , $4.00 , $1.50 ," $1,096.00 ", $411.00 , $685.00 ,01/12/2019,12, December ,2019
France, Snickerdoodle ," $1,865.00 ", $4.00 , $1.50 ," $7,460.00 "," $2,797.50 "," $4,662.50 ",01/02/2019,2, February ,2019
Germany, Snickerdoodle ," $1,116.00 ", $4.00 , $1.50 ," $4,464.00 "," $1,674.00 "," $2,790.00 ",01/02/2019,2, February ,2019
France, Snickerdoodle ," $1,563.00 ", $4.00 , $1.50 ," $6,252.00 "," $2,344.50 "," $3,907.50 ",01/05/2019,5, May ,2019
United States, Snickerdoodle , $991.00 , $4.00 , $1.50 ," $3,964.00 "," $1,486.50 "," $2,477.50 ",01/06/2019,6, June ,2019
Germany, Snickerdoodle ," $1,016.00 ", $4.00 , $1.50 ," $4,064.00 "," $1,524.00 "," $2,540.00 ",01/11/2018,11, November ,2018
Mexico, Snickerdoodle ," $2,791.00 ", $4.00 , $1.50 ," $11,164.00 "," $4,186.50 "," $6,977.50 ",01/11/2019,11, November ,2019
United States, Snickerdoodle , $570.00 , $4.00 , $1.50 ," $2,280.00 ", $855.00 ," $1,425.00 ",01/12/2019,12, December ,2019
France, Snickerdoodle ," $2,487.00 ", $4.00 , $1.50 ," $9,948.00 "," $3,730.50 "," $6,217.50 ",01/12/2019,12, December ,2019
United States, Snickerdoodle ," $1,117.50 ", $4.00 , $1.50 ," $4,470.00 "," $1,676.25 "," $2,793.75 ",01/01/2019,1, January ,2019
Canada, Snickerdoodle ," $2,844.00 ", $4.00 , $1.50 ," $11,376.00 "," $4,266.00 "," $7,110.00 ",01/06/2019,6, June ,2019
Mexico, Snickerdoodle , $562.00 , $4.00 , $1.50 ," $2,248.00 ", $843.00 ," $1,405.00 ",01/09/2019,9, September ,2019
Canada, Snickerdoodle ," $2,299.00 ", $4.00 , $1.50 ," $9,196.00 "," $3,448.50 "," $5,747.50 ",01/10/2018,10, October ,2018
United States, Snickerdoodle ," $2,030.00 ", $4.00 , $1.50 ," $8,120.00 "," $3,045.00 "," $5,075.00 ",01/11/2019,11, November ,2019
United States, Snickerdoodle , $263.00 , $4.00 , $1.50 ," $1,052.00 ", $394.50 , $657.50 ,01/11/2018,11, November ,2018
Germany, Snickerdoodle , $887.00 , $4.00 , $1.50 ," $3,548.00 "," $1,330.50 "," $2,217.50 ",01/12/2018,12, December ,2018
Mexico, Snickerdoodle , $727.00 , $4.00 , $1.50 ," $2,908.00 "," $1,090.50 "," $1,817.50 ",01/02/2019,2, February ,2019
Canada, Snickerdoodle ," $1,884.00 ", $4.00 , $1.50 ," $7,536.00 "," $2,826.00 "," $4,710.00 ",01/08/2019,8, August ,2019
Mexico, Snickerdoodle ," $1,834.00 ", $4.00 , $1.50 ," $7,336.00 "," $2,751.00 "," $4,585.00 ",01/09/2018,9, September ,2018
United States, Snickerdoodle ," $1,761.00 ", $4.00 , $1.50 ," $7,044.00 "," $2,641.50 "," $4,402.50 ",01/03/2019,3, March ,2019
France, Snickerdoodle , $448.00 , $4.00 , $1.50 ," $1,792.00 ", $672.00 ," $1,120.00 ",01/06/2019,6, June ,2019
France, Snickerdoodle ," $2,181.00 ", $4.00 , $1.50 ," $8,724.00 "," $3,271.50 "," $5,452.50 ",01/10/2019,10, October ,2019
Mexico, Snickerdoodle ," $1,540.00 ", $4.00 , $1.50 ," $6,160.00 "," $2,310.00 "," $3,850.00 ",01/08/2019,8, August ,2019
France, Snickerdoodle , $490.00 , $4.00 , $1.50 ," $1,960.00 ", $735.00 ," $1,225.00 ",01/11/2019,11, November ,2019
Mexico, Snickerdoodle ," $1,362.00 ", $4.00 , $1.50 ," $5,448.00 "," $2,043.00 "," $3,405.00 ",01/12/2019,12, December ,2019
Canada, Snickerdoodle ," $1,094.00 ", $4.00 , $1.50 ," $4,376.00 "," $1,641.00 "," $2,735.00 ",01/06/2019,6, June ,2019
Mexico, Snickerdoodle , $367.00 , $4.00 , $1.50 ," $1,468.00 ", $550.50 , $917.50 ,01/10/2018,10, October ,2018
Germany, Snickerdoodle , $663.00 , $4.00 , $1.50 ," $2,652.00 ", $994.50 ," $1,657.50 ",01/05/2019,5, May ,2019
Canada, Snickerdoodle , $819.00 , $4.00 , $1.50 ," $3,276.00 "," $1,228.50 "," $2,047.50 ",01/07/2019,7, July ,2019
Germany, Snickerdoodle ," $1,580.00 ", $4.00 , $1.50 ," $6,320.00 "," $2,370.00 "," $3,950.00 ",01/09/2019,9, September ,2019
Mexico, Snickerdoodle , $521.00 , $4.00 , $1.50 ," $2,084.00 ", $781.50 ," $1,302.50 ",01/12/2019,12, December ,2019
United States, Snickerdoodle , $386.00 , $4.00 , $1.50 ," $1,544.00 ", $579.00 , $965.00 ,01/10/2018,10, October ,2018
United States, Snickerdoodle ," $3,445.50 ", $4.00 , $1.50 ," $13,782.00 "," $5,168.25 "," $8,613.75 ",01/04/2019,4, April ,2019
France, Snickerdoodle ," $1,482.00 ", $4.00 , $1.50 ," $5,928.00 "," $2,223.00 "," $3,705.00 ",01/12/2018,12, December ,2018
France, Snickerdoodle ," $1,198.00 ", $4.00 , $1.50 ," $4,792.00 "," $1,797.00 "," $2,995.00 ",01/10/2018,10, October ,2018
Canada, Snickerdoodle ," $1,937.00 ", $4.00 , $1.50 ," $7,748.00 "," $2,905.50 "," $4,842.50 ",01/02/2019,2, February ,2019
Germany, Snickerdoodle , $792.00 , $4.00 , $1.50 ," $3,168.00 "," $1,188.00 "," $1,980.00 ",01/03/2019,3, March ,2019
Germany, Snickerdoodle ," $2,811.00 ", $4.00 , $1.50 ," $11,244.00 "," $4,216.50 "," $7,027.50 ",01/07/2019,7, July ,2019
France, Snickerdoodle ," $2,441.00 ", $4.00 , $1.50 ," $9,764.00 "," $3,661.50 "," $6,102.50 ",01/10/2019,10, October ,2019
Canada, Snickerdoodle ," $1,560.00 ", $4.00 , $1.50 ," $6,240.00 "," $2,340.00 "," $3,900.00 ",01/11/2018,11, November ,2018
Mexico, Snickerdoodle ," $2,706.00 ", $4.00 , $1.50 ," $10,824.00 "," $4,059.00 "," $6,765.00 ",01/11/2018,11, November ,2018
Mexico, Snickerdoodle , $886.00 , $4.00 , $1.50 ," $3,544.00 "," $1,329.00 "," $2,215.00 ",01/06/2019,6, June ,2019
Canada, Snickerdoodle ," $2,416.00 ", $4.00 , $1.50 ," $9,664.00 "," $3,624.00 "," $6,040.00 ",01/09/2018,9, September ,2018
Mexico, Snickerdoodle ," $2,156.00 ", $4.00 , $1.50 ," $8,624.00 "," $3,234.00 "," $5,390.00 ",01/10/2019,10, October ,2019
Canada, Snickerdoodle ," $2,689.00 ", $4.00 , $1.50 ," $10,756.00 "," $4,033.50 "," $6,722.50 ",01/11/2019,11, November ,2019
France, Snickerdoodle ," $2,521.50 ", $4.00 , $1.50 ," $10,086.00 "," $3,782.25 "," $6,303.75 ",01/01/2019,1, January ,2019
United States, Snickerdoodle ," $2,567.00 ", $4.00 , $1.50 ," $10,268.00 "," $3,850.50 "," $6,417.50 ",01/06/2019,6, June ,2019
Canada, Snickerdoodle , $923.00 , $4.00 , $1.50 ," $3,692.00 "," $1,384.50 "," $2,307.50 ",01/03/2019,3, March ,2019
France, Snickerdoodle ," $1,790.00 ", $4.00 , $1.50 ," $7,160.00 "," $2,685.00 "," $4,475.00 ",01/03/2019,3, March ,2019
Germany, Snickerdoodle , $442.00 , $4.00 , $1.50 ," $1,768.00 ", $663.00 ," $1,105.00 ",01/09/2018,9, September ,2018
Mexico, Snickerdoodle ," $2,579.00 ", $4.00 , $1.50 ," $10,316.00 "," $3,868.50 "," $6,447.50 ",01/04/2019,4, April ,2019
United States, Snickerdoodle ," $1,743.00 ", $4.00 , $1.50 ," $6,972.00 "," $2,614.50 "," $4,357.50 ",01/05/2019,5, May ,2019
United States, Snickerdoodle ," $2,996.00 ", $4.00 , $1.50 ," $11,984.00 "," $4,494.00 "," $7,490.00 ",01/10/2018,10, October ,2018
Germany, Snickerdoodle , $280.00 , $4.00 , $1.50 ," $1,120.00 ", $420.00 , $700.00 ,01/12/2019,12, December ,2019
Mexico, Snickerdoodle , $801.00 , $4.00 , $1.50 ," $3,204.00 "," $1,201.50 "," $2,002.50 ",01/07/2019,7, July ,2019
France, Snickerdoodle ," $1,023.00 ", $4.00 , $1.50 ," $4,092.00 "," $1,534.50 "," $2,557.50 ",01/09/2018,9, September ,2018
Canada, Snickerdoodle ," $1,496.00 ", $4.00 , $1.50 ," $5,984.00 "," $2,244.00 "," $3,740.00 ",01/10/2019,10, October ,2019
United States, Snickerdoodle ," $1,010.00 ", $4.00 , $1.50 ," $4,040.00 "," $1,515.00 "," $2,525.00 ",01/10/2019,10, October ,2019
Germany, Snickerdoodle ," $1,513.00 ", $4.00 , $1.50 ," $6,052.00 "," $2,269.50 "," $3,782.50 ",01/11/2019,11, November ,2019
Canada, Snickerdoodle ," $2,300.00 ", $4.00 , $1.50 ," $9,200.00 "," $3,450.00 "," $5,750.00 ",01/12/2019,12, December ,2019
Mexico, Snickerdoodle ," $2,821.00 ", $4.00 , $1.50 ," $11,284.00 "," $4,231.50 "," $7,052.50 ",01/12/2018,12, December ,2018
France, Snickerdoodle ," $1,174.00 ", $4.00 , $1.50 ," $4,696.00 "," $1,761.00 "," $2,935.00 ",01/08/2019,8, August ,2019
Germany, Snickerdoodle ," $2,767.00 ", $4.00 , $1.50 ," $11,068.00 "," $4,150.50 "," $6,917.50 ",01/08/2019,8, August ,2019
Germany, Snickerdoodle ," $1,085.00 ", $4.00 , $1.50 ," $4,340.00 "," $1,627.50 "," $2,712.50 ",01/10/2019,10, October ,2019
Canada, Sugar ," $2,001.00 ", $3.00 , $1.25 ," $6,003.00 "," $2,501.25 "," $3,501.75 ",01/02/2019,2, February ,2019
Germany, Sugar ," $2,838.00 ", $3.00 , $1.25 ," $8,514.00 "," $3,547.50 "," $4,966.50 ",01/04/2019,4, April ,2019
France, Sugar ," $2,178.00 ", $3.00 , $1.25 ," $6,534.00 "," $2,722.50 "," $3,811.50 ",01/06/2019,6, June ,2019
Germany, Sugar , $888.00 , $3.00 , $1.25 ," $2,664.00 "," $1,110.00 "," $1,554.00 ",01/06/2019,6, June ,2019
France, Sugar ," $1,527.00 ", $3.00 , $1.25 ," $4,581.00 "," $1,908.75 "," $2,672.25 ",01/09/2018,9, September ,2018
France, Sugar ," $2,151.00 ", $3.00 , $1.25 ," $6,453.00 "," $2,688.75 "," $3,764.25 ",01/09/2019,9, September ,2019
Canada, Sugar ," $1,817.00 ", $3.00 , $1.25 ," $5,451.00 "," $2,271.25 "," $3,179.75 ",01/12/2019,12, December ,2019
Canada, Sugar ," $1,326.00 ", $3.00 , $1.25 ," $3,978.00 "," $1,657.50 "," $2,320.50 ",01/03/2019,3, March ,2019
Germany, Sugar , $263.00 , $3.00 , $1.25 , $789.00 , $328.75 , $460.25 ,01/03/2019,3, March ,2019
Canada, Sugar , $943.50 , $3.00 , $1.25 ," $2,830.50 "," $1,179.38 "," $1,651.13 ",01/04/2019,4, April ,2019
United States, Sugar , $727.00 , $3.00 , $1.25 ," $2,181.00 ", $908.75 ," $1,272.25 ",01/06/2019,6, June ,2019
France, Sugar , $787.00 , $3.00 , $1.25 ," $2,361.00 ", $983.75 ," $1,377.25 ",01/06/2019,6, June ,2019
Germany, Sugar , $986.00 , $3.00 , $1.25 ," $2,958.00 "," $1,232.50 "," $1,725.50 ",01/09/2019,9, September ,2019
Mexico, Sugar , $494.00 , $3.00 , $1.25 ," $1,482.00 ", $617.50 , $864.50 ,01/10/2018,10, October ,2018
Mexico, Sugar ," $1,397.00 ", $3.00 , $1.25 ," $4,191.00 "," $1,746.25 "," $2,444.75 ",01/10/2019,10, October ,2019
France, Sugar ," $1,744.00 ", $3.00 , $1.25 ," $5,232.00 "," $2,180.00 "," $3,052.00 ",01/11/2019,11, November ,2019
Mexico, Sugar , $662.00 , $3.00 , $1.25 ," $1,986.00 ", $827.50 ," $1,158.50 ",01/06/2019,6, June ,2019
Germany, Sugar , $214.00 , $3.00 , $1.25 , $642.00 , $267.50 , $374.50 ,01/10/2018,10, October ,2018
Germany, Sugar ," $2,877.00 ", $3.00 , $1.25 ," $8,631.00 "," $3,596.25 "," $5,034.75 ",01/10/2019,10, October ,2019
Canada, Sugar ," $2,729.00 ", $3.00 , $1.25 ," $8,187.00 "," $3,411.25 "," $4,775.75 ",01/12/2019,12, December ,2019
United States, Sugar , $266.00 , $3.00 , $1.25 , $798.00 , $332.50 , $465.50 ,01/12/2018,12, December ,2018
Mexico, Sugar ," $1,940.00 ", $3.00 , $1.25 ," $5,820.00 "," $2,425.00 "," $3,395.00 ",01/12/2018,12, December ,2018
United States, Sugar ," $2,844.00 ", $3.00 , $1.25 ," $8,532.00 "," $3,555.00 "," $4,977.00 ",01/02/2019,2, February ,2019
Mexico, Sugar ," $1,916.00 ", $3.00 , $1.25 ," $5,748.00 "," $2,395.00 "," $3,353.00 ",01/04/2019,4, April ,2019
Germany, Sugar ," $1,570.00 ", $3.00 , $1.25 ," $4,710.00 "," $1,962.50 "," $2,747.50 ",01/06/2019,6, June ,2019
Canada, Sugar ," $1,874.00 ", $3.00 , $1.25 ," $5,622.00 "," $2,342.50 "," $3,279.50 ",01/08/2019,8, August ,2019
Mexico, Sugar ," $1,642.00 ", $3.00 , $1.25 ," $4,926.00 "," $2,052.50 "," $2,873.50 ",01/08/2019,8, August ,2019
Germany, Sugar ," $1,945.00 ", $3.00 , $1.25 ," $5,835.00 "," $2,431.25 "," $3,403.75 ",01/10/2018,10, October ,2018
Germany, Sugar ," $2,479.00 ", $3.00 , $1.25 ," $7,437.00 "," $3,098.75 "," $4,338.25 ",01/01/2019,1, January ,2019
France, Sugar , $866.00 , $3.00 , $1.25 ," $2,598.00 "," $1,082.50 "," $1,515.50 ",01/05/2019,5, May ,2019
United States, Sugar , $349.00 , $3.00 , $1.25 ," $1,047.00 ", $436.25 , $610.75 ,01/09/2018,9, September ,2018
France, Sugar ," $2,177.00 ", $3.00 , $1.25 ," $6,531.00 "," $2,721.25 "," $3,809.75 ",01/10/2019,10, October ,2019
Mexico, Sugar ," $1,514.00 ", $3.00 , $1.25 ," $4,542.00 "," $1,892.50 "," $2,649.50 ",01/10/2018,10, October ,2018
Mexico, Sugar ," $2,689.00 ", $3.00 , $1.25 ," $8,067.00 "," $3,361.25 "," $4,705.75 ",01/10/2019,10, October ,2019
Canada, Sugar ," $1,389.00 ", $3.00 , $1.25 ," $4,167.00 "," $1,736.25 "," $2,430.75 ",01/10/2018,10, October ,2018
United States, Sugar ," $1,265.00 ", $3.00 , $1.25 ," $3,795.00 "," $1,581.25 "," $2,213.75 ",01/11/2018,11, November ,2018
Germany, Sugar ," $2,297.00 ", $3.00 , $1.25 ," $6,891.00 "," $2,871.25 "," $4,019.75 ",01/11/2018,11, November ,2018
United States, Sugar ," $2,663.00 ", $3.00 , $1.25 ," $7,989.00 "," $3,328.75 "," $4,660.25 ",01/12/2019,12, December ,2019
United States, Sugar , $570.00 , $3.00 , $1.25 ," $1,710.00 ", $712.50 , $997.50 ,01/12/2019,12, December ,2019
France, Sugar ," $2,487.00 ", $3.00 , $1.25 ," $7,461.00 "," $3,108.75 "," $4,352.25 ",01/12/2019,12, December ,2019
Canada, Sugar ," $2,844.00 ", $3.00 , $1.25 ," $8,532.00 "," $3,555.00 "," $4,977.00 ",01/06/2019,6, June ,2019
Mexico, Sugar ," $1,498.00 ", $3.00 , $1.25 ," $4,494.00 "," $1,872.50 "," $2,621.50 ",01/06/2019,6, June ,2019
France, Sugar ," $1,221.00 ", $3.00 , $1.25 ," $3,663.00 "," $1,526.25 "," $2,136.75 ",01/10/2018,10, October ,2018
Mexico, Sugar ," $1,123.00 ", $3.00 , $1.25 ," $3,369.00 "," $1,403.75 "," $1,965.25 ",01/11/2018,11, November ,2018
Canada, Sugar ," $2,436.00 ", $3.00 , $1.25 ," $7,308.00 "," $3,045.00 "," $4,263.00 ",01/12/2018,12, December ,2018
United States, Sugar ," $1,153.00 ", $3.00 , $1.25 ," $3,459.00 "," $1,441.25 "," $2,017.75 ",01/10/2019,10, October ,2019
France, Sugar ," $1,738.50 ", $3.00 , $1.25 ," $5,215.50 "," $2,173.13 "," $3,042.38 ",01/04/2019,4, April ,2019
Germany, Sugar ," $2,215.00 ", $3.00 , $1.25 ," $6,645.00 "," $2,768.75 "," $3,876.25 ",01/09/2018,9, September ,2018
Canada, Sugar ," $1,582.00 ", $3.00 , $1.25 ," $4,746.00 "," $1,977.50 "," $2,768.50 ",01/12/2019,12, December ,2019
Canada, Sugar ," $3,244.50 ", $3.00 , $1.25 ," $9,733.50 "," $4,055.63 "," $5,677.88 ",01/01/2019,1, January ,2019
France, Sugar , $959.00 , $3.00 , $1.25 ," $2,877.00 "," $1,198.75 "," $1,678.25 ",01/02/2019,2, February ,2019
Mexico, Sugar ," $2,747.00 ", $3.00 , $1.25 ," $8,241.00 "," $3,433.75 "," $4,807.25 ",01/02/2019,2, February ,2019
France, Sugar , $574.50 , $3.00 , $1.25 ," $1,723.50 ", $718.13 ," $1,005.38 ",01/04/2019,4, April ,2019
Germany, Sugar ," $2,338.00 ", $3.00 , $1.25 ," $7,014.00 "," $2,922.50 "," $4,091.50 ",01/06/2019,6, June ,2019
France, Sugar , $381.00 , $3.00 , $1.25 ," $1,143.00 ", $476.25 , $666.75 ,01/08/2019,8, August ,2019
Germany, Sugar , $422.00 , $3.00 , $1.25 ," $1,266.00 ", $527.50 , $738.50 ,01/08/2019,8, August ,2019
Canada, Sugar ," $2,134.00 ", $3.00 , $1.25 ," $6,402.00 "," $2,667.50 "," $3,734.50 ",01/09/2019,9, September ,2019
United States, Sugar , $808.00 , $3.00 , $1.25 ," $2,424.00 "," $1,010.00 "," $1,414.00 ",01/12/2018,12, December ,2018
United States, Sugar , $436.50 , $3.00 , $1.25 ," $1,309.50 ", $545.63 , $763.88 ,01/07/2019,7, July ,2019
United States, Sugar ," $1,956.00 ", $3.00 , $1.25 ," $5,868.00 "," $2,445.00 "," $3,423.00 ",01/01/2019,1, January ,2019
Germany, Sugar ," $2,659.00 ", $3.00 , $1.25 ," $7,977.00 "," $3,323.75 "," $4,653.25 ",01/02/2019,2, February ,2019
United States, Sugar ," $1,351.50 ", $3.00 , $1.25 ," $4,054.50 "," $1,689.38 "," $2,365.13 ",01/04/2019,4, April ,2019
Germany, Sugar , $880.00 , $3.00 , $1.25 ," $2,640.00 "," $1,100.00 "," $1,540.00 ",01/05/2019,5, May ,2019
United States, Sugar ," $1,867.00 ", $3.00 , $1.25 ," $5,601.00 "," $2,333.75 "," $3,267.25 ",01/09/2019,9, September ,2019
France, Sugar ," $2,234.00 ", $3.00 , $1.25 ," $6,702.00 "," $2,792.50 "," $3,909.50 ",01/09/2018,9, September ,2018
France, Sugar ," $1,227.00 ", $3.00 , $1.25 ," $3,681.00 "," $1,533.75 "," $2,147.25 ",01/10/2019,10, October ,2019
Mexico, Sugar , $877.00 , $3.00 , $1.25 ," $2,631.00 "," $1,096.25 "," $1,534.75 ",01/11/2019,11, November ,2019
Germany, Sugar , $360.00 , $3.00 , $1.25 ," $1,080.00 ", $450.00 , $630.00 ,01/10/2019,10, October ,2019
France, Sugar ," $2,682.00 ", $3.00 , $1.25 ," $8,046.00 "," $3,352.50 "," $4,693.50 ",01/11/2018,11, November ,2018
Mexico, Sugar , $521.00 , $3.00 , $1.25 ," $1,563.00 ", $651.25 , $911.75 ,01/12/2019,12, December ,2019
Mexico, Sugar , $341.00 , $3.00 , $1.25 ," $1,023.00 ", $426.25 , $596.75 ,01/05/2019,5, May ,2019
